deployment_id,deployment_day_id_t,deployment_day_id_t_1,date_t,date_t_1,observation_order_t,day_sequence,max_butterflies_t,butterflies_95th_percentile_t,butterflies_top3_mean_t,sum_butterflies_direct_sun_t,time_of_max_t,max_butterflies_t_1,butterflies_95th_percentile_t_1,butterflies_top3_mean_t_1,sum_butterflies_direct_sun_t_1,time_of_max_t_1,temp_max_t_1,temp_min_t_1,temp_mean_t_1,temp_at_max_count_t_1,hours_above_15C_t_1,degree_hours_above_15C_t_1,wind_avg_sustained_t_1,wind_max_gust_t_1,wind_gust_sum_t_1,wind_gust_sum_above_2ms_t_1,wind_gust_hours_t_1,wind_minutes_above_2ms_t_1,wind_gust_sd_t_1,wind_mode_gust_t_1,days_since_oct15_t,butterfly_diff,butterfly_diff_cbrt,butterfly_diff_log,butterfly_diff_95th,butterfly_diff_95th_cbrt,butterfly_diff_95th_log,butterfly_diff_top3,butterfly_diff_top3_cbrt,butterfly_diff_top3_log,Observer,horizontal_dist_to_cluster_m,grove,view_id
SC4,SC4_20231221,SC4_20231220,2023-12-21,2023-12-20,18,19,4.0,3.0,3.0,3.0,2023-12-21 13:50:01,0.0,0.0,0.0,0.0,2023-12-20 07:20:01,14.0,11.0,12.3,13.0,0.0,0.0,0.9780555555555556,5.7,1260.5,772.2,21.008333333333333,319,1.0782975124802567,2.0,67,4.0,1.5874010519681994,1.6094379124341003,3.0,1.4422495703074083,1.3862943611198906,3.0,1.4422495703074083,1.3862943611198906,Kevin,6.3,Spring Canyon,2A
SC4,SC4_20231222,SC4_20231221,2023-12-22,2023-12-21,19,20,131.0,130.0,126.66666666666667,80.0,2023-12-22 16:20:01,4.0,3.0,3.0,3.0,2023-12-21 13:50:01,22.0,12.0,14.857142857142858,17.0,4.5,11.5,0.6667128987517337,5.9,914.4000000000001,494.5,15.240000000000002,195,1.168630883988289,0.0,68,127.0,5.026525695313479,4.852030263919617,127.0,5.026525695313479,4.852030263919617,123.66666666666667,4.982158635083963,4.825643508746422,Kevin,6.3,Spring Canyon,2A
SC4,SC4_20231223,SC4_20231222,2023-12-23,2023-12-22,20,21,208.0,107.30000000000007,137.0,0.0,2023-12-23 10:20:01,131.0,130.0,126.66666666666667,80.0,2023-12-22 16:20:01,23.0,11.0,17.333333333333332,16.0,7.5,33.0,0.4568055555555555,2.6,489.2,16.2,8.153333333333332,18,0.6658527716094996,0.0,69,77.0,4.254320865115005,4.356708826689592,-22.699999999999932,-2.8314481885281833,-3.1654750481410825,10.333333333333329,2.178111692362524,2.427748235948051,Kevin,6.3,Spring Canyon,2A
SC4,SC4_20231224,SC4_20231223,2023-12-24,2023-12-23,21,22,322.0,263.0,249.66666666666666,48.0,2023-12-24 16:20:01,208.0,107.30000000000007,137.0,0.0,2023-12-23 10:20:01,15.0,12.0,12.9,15.0,0.5,0.0,1.3070833333333332,3.2,1233.6,639.4000000000001,20.56,327,0.7831074650442728,2.0,70,114.0,4.848807585839879,4.74493212836325,155.69999999999993,5.37975962036878,5.054333149361975,112.66666666666666,4.829829671155933,4.733270188615407,Kevin,6.3,Spring Canyon,2A
SC4,SC4_20231225,SC4_20231224,2023-12-25,2023-12-24,22,23,234.0,234.0,234.0,40.0,2023-12-25 07:20:01,322.0,263.0,249.66666666666666,48.0,2023-12-24 16:20:01,21.0,8.0,15.952380952380953,14.0,7.0,27.0,0.8170833333333333,3.0,837.4000000000001,123.0,13.956666666666669,113,0.739165862410245,1.5,71,-88.0,-4.4479601811386305,-4.48863636973214,-29.0,-3.072316825685847,-3.4011973816621555,-15.666666666666657,-2.5022202498347705,-2.813410716760036,Kevin,6.3,Spring Canyon,2A
SC4,SC4_20231226,SC4_20231225,2023-12-26,2023-12-25,23,24,166.0,157.45000000000002,150.66666666666666,61.0,2023-12-26 07:20:01,234.0,234.0,234.0,40.0,2023-12-25 07:20:01,20.0,6.0,15.35,6.0,6.5,22.0,0.5923611111111111,2.8,602.9,48.80000000000001,10.048333333333334,45,0.7394364900550359,0.0,72,-68.0,-4.081655101917348,-4.23410650459726,-76.54999999999998,-4.246017029693511,-4.350922889622548,-83.33333333333334,-4.367902323681494,-4.43477720005941,Kevin,6.3,Spring Canyon,2A
SC4,SC4_20231227,SC4_20231226,2023-12-27,2023-12-26,24,25,118.0,118.0,118.0,47.0,2023-12-27 07:20:00,166.0,157.45000000000002,150.66666666666666,61.0,2023-12-26 07:20:01,18.0,7.0,13.2,7.0,3.0,3.5,0.26555555555555554,2.0,275.3,0.0,4.588333333333334,2,0.5213467983598815,0.0,73,-48.0,-3.634241185664279,-3.8918202981106265,-39.45000000000002,-3.404204717222132,-3.7000666435045013,-32.66666666666666,-3.196697982774059,-3.5165082281731497,Kevin,6.3,Spring Canyon,2A
SC4,SC4_20231228,SC4_20231227,2023-12-28,2023-12-27,25,26,6.0,3.150000000000002,3.6666666666666665,3.0,2023-12-28 13:50:01,118.0,118.0,118.0,47.0,2023-12-27 07:20:00,22.0,10.0,15.571428571428571,11.0,6.0,17.5,0.3238888888888889,2.8,424.8,22.0,7.08,11,0.5731692145777182,0.0,74,-112.0,-4.820284528350459,-4.727387818712341,-114.85,-4.8608288876212,-4.752296250878385,-114.33333333333333,-4.853528920454442,-4.747826486389615,Kevin,6.3,Spring Canyon,2A
SC4,SC4_20231229,SC4_20231228,2023-12-29,2023-12-28,26,27,1.0,1.0,1.0,0.0,2023-12-29 07:20:01,6.0,3.150000000000002,3.6666666666666665,3.0,2023-12-28 13:50:01,24.0,9.0,17.15,22.0,8.0,31.0,0.2751733703190014,1.6,278.9,0.0,4.6483333333333325,0,0.4856622435020514,0.0,75,-5.0,-1.7099759466766968,-1.791759469228055,-2.150000000000002,-1.290662880674033,-1.1474024528375424,-2.6666666666666665,-1.3867225487012693,-1.2992829841302609,Kevin,6.3,Spring Canyon,2A
SC4,SC4_20231230,SC4_20231229,2023-12-30,2023-12-29,27,28,88.0,85.15,84.66666666666667,12.0,2023-12-30 15:50:01,1.0,1.0,1.0,0.0,2023-12-29 07:20:01,17.0,12.0,14.476190476190476,12.0,4.0,3.0,0.6288888888888889,4.7,829.8000000000001,203.70000000000002,13.830000000000002,135,0.8359411675500896,0.0,76,87.0,4.431047621693634,4.477336814478207,84.15,4.382124446355954,4.444414407108697,83.66666666666667,4.3737184454967455,4.438721978350427,Kevin,6.3,Spring Canyon,2A
SC4,SC4_20231231,SC4_20231230,2023-12-31,2023-12-30,28,29,141.0,141.0,140.33333333333334,2.0,2023-12-31 12:20:01,88.0,85.15,84.66666666666667,12.0,2023-12-30 15:50:01,17.0,11.0,14.05,14.0,4.5,4.0,1.1452149791955617,4.5,1111.1,466.9,18.51833333333333,210,0.9044525653141656,1.5,77,53.0,3.756285754221072,3.9889840465642745,55.849999999999994,3.822443362503316,4.040416220196545,55.66666666666667,3.8182562572811785,4.037186148382152,Kevin,6.3,Spring Canyon,2A
SC4,SC4_20240101,SC4_20231231,2024-01-01,2023-12-31,29,30,12.0,12.0,11.333333333333334,26.0,2024-01-01 13:20:01,141.0,141.0,140.33333333333334,2.0,2023-12-31 12:20:01,18.0,10.0,13.0,13.0,1.5,2.0,0.29833333333333334,4.1,412.1,87.2,6.868333333333334,56,0.7797328329857848,0.0,78,-129.0,-5.05277434720856,-4.867534450455582,-129.0,-5.05277434720856,-4.867534450455582,-129.0,-5.05277434720856,-4.867534450455582,Kevin,6.3,Spring Canyon,2A
SC4,SC4_20240102,SC4_20240101,2024-01-02,2024-01-01,30,31,6.0,6.0,5.666666666666667,25.0,2024-01-02 07:20:01,12.0,12.0,11.333333333333334,26.0,2024-01-01 13:20:01,23.0,8.0,17.38095238095238,22.0,7.0,38.5,0.6083333333333333,2.4,636.1,25.599999999999994,10.601666666666667,31,0.7019675501818212,0.0,79,-6.0,-1.8171205928321397,-1.9459101490553132,-6.0,-1.8171205928321397,-1.9459101490553132,-5.666666666666667,-1.782827080413121,-1.8971199848858813,Kevin,6.3,Spring Canyon,2A
SC4,SC4_20240103,SC4_20240102,2024-01-03,2024-01-02,31,32,120.0,111.0,114.0,39.0,2024-01-03 15:20:01,6.0,6.0,5.666666666666667,25.0,2024-01-02 07:20:01,21.0,5.0,15.666666666666666,5.0,7.0,26.0,0.46319444444444446,2.0,489.70000000000005,0.0,8.161666666666667,5,0.6016273551164,0.0,80,114.0,4.848807585839879,4.74493212836325,105.0,4.7176939803165325,4.663439094112067,108.33333333333333,4.767097509972049,4.694401319716034,Kevin,6.3,Spring Canyon,2A
SC4,SC4_20240104,SC4_20240103,2024-01-04,2024-01-03,32,33,153.0,152.0,152.33333333333334,154.0,2024-01-04 09:20:01,120.0,111.0,114.0,39.0,2024-01-03 15:20:01,18.0,10.0,14.285714285714286,16.0,6.0,7.5,1.65375,4.9,1614.1,1303.6000000000001,26.901666666666664,482,1.1185946706663163,3.0,81,33.0,3.207534329995826,3.5263605246161616,41.0,3.4482172403827303,3.7376696182833684,38.33333333333334,3.3717771398314698,3.672072335797555,Kevin,6.3,Spring Canyon,2A
SC4,SC4_20240105,SC4_20240104,2024-01-05,2024-01-04,33,34,127.0,118.6,116.66666666666667,87.0,2024-01-05 07:20:01,153.0,152.0,152.33333333333334,154.0,2024-01-04 09:20:01,18.0,6.0,13.727272727272727,11.0,6.0,12.0,1.2703190013869625,3.4,1270.1,731.5999999999999,21.168333333333333,354,0.725130062570643,2.0,82,-26.0,-2.9624960684073702,-3.295836866004329,-33.400000000000006,-3.220442051883746,-3.5380565643793527,-35.66666666666667,-3.2917044984880826,-3.6018680771243066,Kevin,6.3,Spring Canyon,2A
SC6,SC6_20231217,SC6_20231216,2023-12-17,2023-12-16,2,3,120.0,118.0,115.66666666666667,36.0,2023-12-17 07:50:01,284.0,267.0,249.0,14.0,2023-12-16 15:20:01,23.0,16.0,18.761904761904763,18.0,10.5,39.5,0.6360610263522886,3.7,669.5000000000001,137.89999999999998,11.158333333333335,94,0.8065800819332377,0.0,63,-164.0,-5.473703674798427,-5.10594547390058,-149.0,-5.301459192380904,-5.0106352940962555,-133.33333333333331,-5.108729549290353,-4.9003242732785735,Vincent,12.6,Spring Canyon,4A
SC6,SC6_20231218,SC6_20231217,2023-12-18,2023-12-17,3,4,77.0,65.60000000000001,62.666666666666664,3.0,2023-12-18 07:50:01,120.0,118.0,115.66666666666667,36.0,2023-12-17 07:50:01,24.0,14.0,19.142857142857142,14.0,9.5,44.5,0.4962499999999999,4.3,496.6,22.599999999999998,8.276666666666667,15,0.6303672952371907,0.0,64,-43.0,-3.503398060386724,-3.784189633918261,-52.39999999999999,-3.7420572627315374,-3.977810745966149,-53.00000000000001,-3.756285754221072,-3.9889840465642745,Vincent,12.6,Spring Canyon,4A
SC6,SC6_20231219,SC6_20231218,2023-12-19,2023-12-18,4,5,18.0,18.0,18.0,12.0,2023-12-19 09:20:01,77.0,65.60000000000001,62.666666666666664,3.0,2023-12-18 07:50:01,19.0,14.0,16.8,17.0,9.5,18.5,1.6515277777777777,5.7,1656.5,1171.9,27.608333333333334,506,0.7912329534449479,2.0,65,-59.0,-3.8929964158732604,-4.0943445622221,-47.60000000000001,-3.6241178987255163,-3.883623530906448,-44.666666666666664,-3.5480890771361686,-3.821368637160015,Vincent,12.6,Spring Canyon,4A
SC6,SC6_20231220,SC6_20231219,2023-12-20,2023-12-19,5,6,17.0,17.0,17.0,0.0,2023-12-20 07:50:01,18.0,18.0,18.0,12.0,2023-12-19 09:20:01,16.0,14.0,15.15,15.0,8.5,3.0,1.1286111111111112,3.8,1149.9,322.19999999999993,19.165000000000003,210,0.5473210454960026,2.0,66,-1.0,-1.0,-0.6931471805599453,-1.0,-1.0,-0.6931471805599453,-1.0,-1.0,-0.6931471805599453,Vincent,12.6,Spring Canyon,4A
SC6,SC6_20231221,SC6_20231220,2023-12-21,2023-12-20,6,7,15.0,15.0,14.666666666666666,0.0,2023-12-21 08:50:01,17.0,17.0,17.0,0.0,2023-12-20 07:50:01,15.0,11.0,12.8,14.0,0.5,0.0,1.6833333333333333,7.2,1770.3999999999999,1245.6,29.506666666666664,468,1.0429597815145606,2.0,67,-2.0,-1.2599210498948732,-1.0986122886681098,-2.0,-1.2599210498948732,-1.0986122886681098,-2.333333333333334,-1.3263524026321307,-1.2039728043259361,Vincent,12.6,Spring Canyon,4A
SC6,SC6_20231222,SC6_20231221,2023-12-22,2023-12-21,7,8,135.0,65.65000000000005,83.0,52.0,2023-12-22 15:20:01,15.0,15.0,14.666666666666666,0.0,2023-12-21 08:50:01,17.0,13.0,14.55,13.0,4.0,5.0,1.318862690707351,5.7,1365.1000000000001,811.9,22.75166666666667,345,0.8794948395265837,2.0,68,120.0,4.93242414866094,4.795790545596741,50.65000000000005,3.699926952538875,3.9444901955656486,68.33333333333333,4.088313604914845,4.238925791033208,Vincent,12.6,Spring Canyon,4A
SC6,SC6_20231223,SC6_20231222,2023-12-23,2023-12-22,8,9,56.0,48.400000000000006,50.666666666666664,0.0,2023-12-23 10:20:01,135.0,65.65000000000005,83.0,52.0,2023-12-22 15:20:01,18.0,12.0,15.55,16.0,7.5,11.0,0.61875,2.6,631.7,34.4,10.528333333333334,29,0.583692369142945,1.0,69,-79.0,-4.290840427026207,-4.382026634673881,-17.250000000000043,-2.5838246261818134,-2.904165080028503,-32.333333333333336,-3.1857876658806714,-3.506557897319982,Vincent,12.6,Spring Canyon,4A
SC6,SC6_20231224,SC6_20231223,2023-12-24,2023-12-23,9,10,75.0,73.0,72.66666666666667,120.0,2023-12-24 15:50:01,56.0,48.400000000000006,50.666666666666664,0.0,2023-12-23 10:20:01,14.0,12.0,13.1,14.0,0.0,0.0,1.3654646324549238,4.1,1329.1999999999998,755.5,22.15333333333333,347,0.8198683078551727,2.0,70,19.0,2.668401648721945,2.995732273553991,24.599999999999994,2.9083390575954486,3.2425923514855164,22.000000000000007,2.8020393306553872,3.13549421592915,Vincent,12.6,Spring Canyon,4A
SC6,SC6_20231225,SC6_20231224,2023-12-25,2023-12-24,10,11,84.0,77.35000000000001,77.66666666666667,122.0,2023-12-25 16:20:01,75.0,73.0,72.66666666666667,120.0,2023-12-24 15:50:01,16.0,9.0,13.047619047619047,14.0,2.5,1.0,0.9626388888888887,3.7,991.0,265.09999999999997,16.516666666666666,176,0.6737669530108734,2.0,71,9.0,2.080083823051904,2.302585092994046,4.3500000000000085,1.632411901029493,1.6770965609079167,5.0,1.7099759466766968,1.791759469228055,Vincent,12.6,Spring Canyon,4A
SC6,SC6_20231226,SC6_20231225,2023-12-26,2023-12-25,11,12,79.0,63.80000000000001,68.33333333333333,32.0,2023-12-26 10:20:01,84.0,77.35000000000001,77.66666666666667,122.0,2023-12-25 16:20:01,16.0,7.0,12.5,14.0,2.0,0.5,0.8097087378640776,3.4,823.5,220.79999999999995,13.725,145,0.7573878947921504,1.0,72,-5.0,-1.7099759466766968,-1.791759469228055,-13.549999999999997,-2.38403758780428,-2.6775909936175015,-9.333333333333343,-2.1054531992187937,-2.3353749158170376,Vincent,12.6,Spring Canyon,4A
SC6,SC6_20231227,SC6_20231226,2023-12-27,2023-12-26,12,13,108.0,94.70000000000002,94.0,73.0,2023-12-27 11:50:01,79.0,63.80000000000001,68.33333333333333,32.0,2023-12-26 10:20:01,15.0,8.0,12.85,13.0,1.5,0.0,0.6293055555555556,3.0,613.5,58.800000000000004,10.225,46,0.6656659010300577,1.0,73,29.0,3.072316825685847,3.4011973816621555,30.900000000000006,3.137999185135957,3.462606009790799,25.66666666666667,2.9497813365326353,3.283414346005772,Vincent,12.6,Spring Canyon,4A
SC6,SC6_20231228,SC6_20231227,2023-12-28,2023-12-27,13,14,83.0,83.0,81.66666666666667,233.0,2023-12-28 15:20:01,108.0,94.70000000000002,94.0,73.0,2023-12-27 11:50:01,17.0,10.0,14.15,15.0,5.5,3.0,0.25430555555555556,2.4,286.59999999999997,11.4,4.776666666666666,7,0.5554850751151013,0.0,74,-25.0,-2.924017738212866,-3.258096538021482,-11.700000000000017,-2.270188680649386,-2.541601993464547,-12.333333333333329,-2.3104335894762693,-2.5902671654458262,Vincent,12.6,Spring Canyon,4A
SC6,SC6_20231229,SC6_20231228,2023-12-29,2023-12-28,14,15,77.0,61.0,65.66666666666667,2.0,2023-12-29 07:50:01,83.0,83.0,81.66666666666667,233.0,2023-12-28 15:20:01,18.0,10.0,14.9,16.0,7.5,8.0,0.5925,2.2,576.0,2.2,9.6,12,0.5625790007882943,1.0,75,-6.0,-1.8171205928321397,-1.9459101490553132,-22.0,-2.802039330655387,-3.1354942159291497,-16.0,-2.5198420997897464,-2.833213344056216,Vincent,12.6,Spring Canyon,4A
SC6,SC6_20231230,SC6_20231229,2023-12-30,2023-12-29,15,16,70.0,69.05,68.66666666666667,53.0,2023-12-30 14:20:01,77.0,61.0,65.66666666666667,2.0,2023-12-29 07:50:01,16.0,13.0,14.523809523809524,13.0,4.0,2.0,1.0243055555555556,3.7,1079.6,407.9,17.993333333333332,240,0.7015974002725722,2.0,76,-7.0,-1.912931182772389,-2.0794415416798357,8.049999999999997,2.004158016126915,2.2027647577118343,3.0,1.4422495703074083,1.3862943611198906,Vincent,12.6,Spring Canyon,4A
SC6,SC6_20231231,SC6_20231230,2023-12-31,2023-12-30,16,17,26.0,26.0,26.0,0.0,2023-12-31 10:20:01,70.0,69.05,68.66666666666667,53.0,2023-12-30 14:20:01,15.0,12.0,13.55,15.0,1.5,0.0,1.1449375866851594,4.5,1138.3000000000002,559.0,18.97166666666667,229,0.9886616416034634,1.0,77,-44.0,-3.530348335326063,-3.8066624897703196,-43.05,-3.5047554406311745,-3.7853253523821886,-42.66666666666667,-3.494321858945195,-3.776585034533042,Vincent,12.6,Spring Canyon,4A
SC6,SC6_20240101,SC6_20231231,2024-01-01,2023-12-31,17,18,165.0,164.0,127.33333333333333,237.0,2024-01-01 17:00:01,26.0,26.0,26.0,0.0,2023-12-31 10:20:01,16.0,11.0,13.05,13.0,1.5,0.5,0.6913888888888889,3.8,713.8,208.99999999999994,11.896666666666667,99,0.8336178930010127,1.0,78,139.0,5.180101467380292,4.941642422609304,138.0,5.167649252363622,4.9344739331306915,101.33333333333333,4.662127104787245,4.628235458919088,Vincent,12.6,Spring Canyon,4A
SC6,SC6_20240102,SC6_20240101,2024-01-02,2024-01-01,18,19,144.0,137.0,138.33333333333334,332.0,2024-01-02 07:20:01,165.0,164.0,127.33333333333333,237.0,2024-01-01 17:00:01,17.0,10.0,14.285714285714286,14.0,7.0,5.0,0.8381414701803053,3.0,861.7,96.2,14.361666666666668,80,0.6313708736955046,1.5,79,-21.0,-2.7589241763811203,-3.091042453358316,-27.0,-3.0,-3.332204510175204,11.000000000000014,2.2239800905693166,2.4849066497880017,Vincent,12.6,Spring Canyon,4A
SC6,SC6_20240103,SC6_20240102,2024-01-03,2024-01-02,19,20,79.0,79.0,77.66666666666667,408.0,2024-01-03 09:20:01,144.0,137.0,138.33333333333334,332.0,2024-01-02 07:20:01,16.0,7.0,13.095238095238095,7.0,5.0,0.5,0.8320833333333334,2.6,831.4000000000001,63.80000000000001,13.856666666666667,64,0.5398242443652493,1.0,80,-65.0,-4.020725758589058,-4.189654742026425,-58.0,-3.8708766406277966,-4.07753744390572,-60.66666666666667,-3.9293137781203566,-4.121743536410215,Vincent,12.6,Spring Canyon,4A
SC6,SC6_20240104,SC6_20240103,2024-01-04,2024-01-03,20,21,41.0,34.0,36.333333333333336,224.0,2024-01-04 15:30:01,79.0,79.0,77.66666666666667,408.0,2024-01-03 09:20:01,15.0,10.0,12.761904761904763,11.0,0.5,0.0,1.6368055555555556,5.3,1676.3000000000002,1383.5,27.938333333333336,471,1.1517403247993077,3.0,81,-38.0,-3.361975406798963,-3.6635616461296463,-45.0,-3.5568933044900626,-3.828641396489095,-41.333333333333336,-3.4575367917605067,-3.7455747977904816,Vincent,12.6,Spring Canyon,4A
SC6,SC6_20240105,SC6_20240104,2024-01-05,2024-01-04,21,22,31.0,31.0,30.666666666666668,149.0,2024-01-05 10:30:01,41.0,34.0,36.333333333333336,224.0,2024-01-04 15:30:01,14.0,7.0,11.619047619047619,13.0,0.0,0.0,1.1244444444444446,3.8,1172.7,500.19999999999993,19.545,278,0.6616820928007956,1.0,82,-10.0,-2.154434690031884,-2.3978952727983707,-3.0,-1.4422495703074083,-1.3862943611198906,-5.666666666666668,-1.7828270804131212,-1.8971199848858815,Vincent,12.6,Spring Canyon,4A
SC8,SC8_20240107,SC8_20240106,2024-01-07,2024-01-06,2,3,243.0,237.0,239.0,9.0,2024-01-07 06:50:01,264.0,252.95,256.3333333333333,1.0,2024-01-06 06:50:01,14.0,6.0,11.636363636363637,6.0,0.0,0.0,0.9413888888888888,4.9,945.5,266.49999999999994,15.758333333333333,101,0.8961862115092342,1.5,84,-21.0,-2.7589241763811203,-3.091042453358316,-15.949999999999989,-2.5172145253086704,-2.8302678338264586,-17.333333333333314,-2.5879786922187678,-2.9087208965643603,Skyler,16.5,Spring Canyon,4A
SC8,SC8_20240108,SC8_20240107,2024-01-08,2024-01-07,3,4,242.0,242.0,242.0,32.0,2024-01-08 16:20:01,243.0,237.0,239.0,9.0,2024-01-07 06:50:01,15.0,6.0,10.545454545454545,6.0,0.5,0.0,1.4958333333333333,5.1,1554.5,1052.8,25.908333333333335,486,0.7036773262495173,2.0,85,-1.0,-1.0,-0.6931471805599453,5.0,1.7099759466766968,1.791759469228055,3.0,1.4422495703074083,1.3862943611198906,Skyler,16.5,Spring Canyon,4A
SC8,SC8_20240109,SC8_20240108,2024-01-09,2024-01-08,4,5,255.0,254.95,254.66666666666666,26.0,2024-01-09 08:50:01,242.0,242.0,242.0,32.0,2024-01-08 16:20:01,15.0,4.0,10.590909090909092,12.0,0.5,0.0,1.2938888888888889,4.1,1326.3,608.4000000000001,22.105,338,0.625239731491756,2.0,86,13.0,2.3513346877207573,2.6390573296152584,12.949999999999989,2.3483162830063447,2.6354795082673736,12.666666666666657,2.331063552393622,2.6149597780361975,Skyler,16.5,Spring Canyon,4A
SC8,SC8_20240110,SC8_20240109,2024-01-10,2024-01-09,5,6,253.0,252.0,252.33333333333334,9.0,2024-01-10 08:20:01,255.0,254.95,254.66666666666666,26.0,2024-01-09 08:50:01,16.0,7.0,12.045454545454545,9.0,2.0,0.5,1.161026352288488,3.4,1230.5,493.0,20.508333333333333,266,0.6078286084072843,1.5,87,-2.0,-1.2599210498948732,-1.0986122886681098,-2.9499999999999886,-1.4341921420171202,-1.3737155789130275,-2.3333333333333144,-1.326352402632127,-1.2039728043259303,Skyler,16.5,Spring Canyon,4A
SC8,SC8_20240111,SC8_20240110,2024-01-11,2024-01-10,6,7,245.0,245.0,245.0,4.0,2024-01-11 06:50:01,253.0,252.0,252.33333333333334,9.0,2024-01-10 08:20:01,15.0,7.0,11.409090909090908,8.0,0.5,0.0,1.3605555555555555,4.9,1467.0,900.8,24.45,346,0.933242884219193,1.5,88,-8.0,-2.0,-2.1972245773362196,-7.0,-1.912931182772389,-2.0794415416798357,-7.333333333333343,-1.9428255610838194,-2.1202635362000923,Skyler,16.5,Spring Canyon,4A
SC8,SC8_20240112,SC8_20240111,2024-01-12,2024-01-11,7,8,212.0,212.0,212.0,10.0,2024-01-12 15:30:01,245.0,245.0,245.0,4.0,2024-01-11 06:50:01,15.0,6.0,10.5,7.0,0.5,0.0,1.179889042995839,4.1,1239.1000000000001,379.20000000000005,20.651666666666667,250,0.5458568150218325,2.0,89,-33.0,-3.207534329995826,-3.5263605246161616,-33.0,-3.207534329995826,-3.5263605246161616,-33.0,-3.207534329995826,-3.5263605246161616,Skyler,16.5,Spring Canyon,4A
SC8,SC8_20240113,SC8_20240112,2024-01-13,2024-01-12,8,9,227.0,226.95,226.66666666666666,2.0,2024-01-13 07:30:01,212.0,212.0,212.0,10.0,2024-01-12 15:30:01,15.0,6.0,10.863636363636363,13.0,0.5,0.0,1.2586111111111111,4.3,1334.5,650.7,22.241666666666667,353,0.7328676688800173,2.0,90,15.0,2.46621207433047,2.772588722239781,14.949999999999989,2.4634687883351547,2.769458829230853,14.666666666666657,2.4478068206833203,2.7515353130419484,Skyler,16.5,Spring Canyon,4A
SC8,SC8_20240114,SC8_20240113,2024-01-14,2024-01-13,9,10,214.0,213.95,213.66666666666666,0.0,2024-01-14 11:30:01,227.0,226.95,226.66666666666666,2.0,2024-01-13 07:30:01,16.0,7.0,12.045454545454545,7.0,1.0,1.0,1.0313453536754509,4.3,1107.2,547.9999999999999,18.453333333333333,251,0.8243970230012747,1.0,91,-13.0,-2.3513346877207573,-2.6390573296152584,-13.0,-2.3513346877207573,-2.6390573296152584,-13.0,-2.3513346877207573,-2.6390573296152584,Skyler,16.5,Spring Canyon,4A
SC8,SC8_20240115,SC8_20240114,2024-01-15,2024-01-14,10,11,271.0,271.0,271.0,2.0,2024-01-15 16:00:01,214.0,213.95,213.66666666666666,0.0,2024-01-14 11:30:01,14.0,10.0,12.545454545454545,14.0,0.0,0.0,0.6858333333333333,2.4,734.8,15.599999999999998,12.246666666666666,16,0.5232770626091118,1.5,92,57.0,3.8485011312768047,4.060443010546419,57.05000000000001,3.8496260951325407,4.061304708143901,57.33333333333334,3.855988506438502,4.0661736852554045,Skyler,16.5,Spring Canyon,4A
SC8,SC8_20240116,SC8_20240115,2024-01-16,2024-01-15,11,12,284.0,284.0,284.0,12.0,2024-01-16 16:30:01,271.0,271.0,271.0,2.0,2024-01-15 16:00:01,14.0,9.0,12.5,14.0,0.0,0.0,0.5668055555555556,3.2,605.6,98.6,10.093333333333334,67,0.7336375649117675,0.0,93,13.0,2.3513346877207573,2.6390573296152584,13.0,2.3513346877207573,2.6390573296152584,13.0,2.3513346877207573,2.6390573296152584,Skyler,16.5,Spring Canyon,4A
SC8,SC8_20240117,SC8_20240116,2024-01-17,2024-01-16,12,13,293.0,288.0,289.6666666666667,5.0,2024-01-17 07:00:01,284.0,284.0,284.0,12.0,2024-01-16 16:30:01,17.0,8.0,12.045454545454545,13.0,1.5,1.5,0.5298611111111111,3.0,581.5999999999999,52.800000000000004,9.693333333333332,41,0.6277279209657686,1.0,94,9.0,2.080083823051904,2.302585092994046,4.0,1.5874010519681994,1.6094379124341003,5.666666666666686,1.782827080413123,1.8971199848858842,Skyler,16.5,Spring Canyon,4A
SC8,SC8_20240118,SC8_20240117,2024-01-18,2024-01-17,13,14,61.0,53.0,53.666666666666664,22.0,2024-01-18 09:10:01,293.0,288.0,289.6666666666667,5.0,2024-01-17 07:00:01,17.0,11.0,14.045454545454545,12.0,5.0,3.0,0.61125,3.2,640.5,89.60000000000001,10.675,68,0.7120186928130188,0.0,95,-232.0,-6.144633651371694,-5.4510384535657,-235.0,-6.171005792776717,-5.4638318050256105,-236.00000000000003,-6.179746605865644,-5.4680601411351315,Skyler,16.5,Spring Canyon,4A
SC8,SC8_20240119,SC8_20240118,2024-01-19,2024-01-18,14,15,24.0,24.0,20.333333333333332,0.0,2024-01-19 08:50:01,61.0,53.0,53.666666666666664,22.0,2024-01-18 09:10:01,16.0,8.0,13.142857142857142,11.0,4.5,0.5,0.785991678224688,4.9,822.9000000000001,244.69999999999996,13.715000000000002,137,0.8383584503985155,1.0,96,-37.0,-3.332221851645953,-3.6375861597263857,-29.0,-3.072316825685847,-3.4011973816621555,-33.33333333333333,-3.218297948685432,-3.536116699561526,Skyler,16.5,Spring Canyon,4A
